Srno,EnglishRecepie,FlavourProfile,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Diet,Course,Cuisine,Region,StringCleanedLowerIngredientsFiltered,ProcessedCleanedLoweredIngredientsFiltered,common_alergens,URL
3968,Spinach Rice Recipe  Palak Pulao,Spicy,10,40,50,4,Vegetarian,Lunch,Indian,Indian,rice spinach palak rinsed jeera jeera ginger tomato pureed haldi haldi sambar garam masala ghee sesame oil salt,"['rice', 'spinach', 'palak', 'rinsed', 'jeera', 'jeera', 'ginger', 'tomato', 'pureed', 'haldi', 'haldi', 'sambar', 'garam', 'masala', 'ghee', 'sesame', 'oil', 'salt']","['ghee', 'sesame']",https://www.archanaskitchen.com/spinach-rice-recipe-palak-pulao
3969, Apple And Raisin Chutney Recipe,Sweet,15,15,30,4,Vegetarian,Side Dish,Continental,International,apple peel chop onions peel chop lemon juice vinegar kisamis salt sugar elaichi oil,"['apple', 'peel', 'chop', 'onions', 'peel', 'chop', 'lemon', 'vinegar', 'kisamis', 'salt', 'sugar', 'elaichi', 'oil']",['apple'],http://www.archanaskitchen.com/apple-and-raisin-chutney-recipe-in-hindi
3970,Aval Puttu Recipe,Savory,10,25,35,2,Vegetarian,Dessert,Indian,Indian,poha flattened rice jaggery powdered cardamom elaichi fresh coconut ghee cashew nuts,"['poha', 'flattened', 'rice', 'jaggery', 'cardamom', 'elaichi', 'coconut', 'ghee', 'cashew', 'nuts']",['ghee'],https://www.archanaskitchen.com/aval-puttu-recipe
3971,Goan Gawar Bhaji Recipe,Savory,15,15,30,4,Vegetarian,Lunch,Goan Recipes,West India,sunflower oil gawar phali kothavarangai cluster beans mustard jeera jeera hinghing haldi haldi onion tomato green chillies salt fresh coconut coriander coriander,"['oil', 'gawar', 'phali', 'kothavarangai', 'cluster', 'beans', 'mustard', 'jeera', 'jeera', 'hinghing', 'haldi', 'haldi', 'onion', 'tomato', 'chillies', 'salt', 'coconut', 'coriander', 'coriander']",['mustard'],http://www.archanaskitchen.com/goan-gawar-bhaji-recipe
3972,Besan Aur Dahi Wali Kacche Kele Ki Sabzi Recipe,Sweet,10,35,45,4,Vegetarian,Lunch,North Indian Recipes,North India,banana skin boiled flour besan hinghing jeera jeera haldi haldi chilli coriander coriander garam masala hung curd greek curd lukewarm water salt sunflower oil sprig coriander coriander sunflower oil green chilli,"['banana', 'skin', 'peeled', 'boiled', 'gram', 'flour', 'besan', 'hinghing', 'jeera', 'jeera', 'haldi', 'haldi', 'chilli', 'coriander', 'coriander', 'garam', 'masala', 'curd', 'curd', 'lukewarm', 'water', 'salt', 'oil', 'sprig', 'coriander', 'coriander', 'oil', 'chilli']","['curd', 'banana']",http://www.archanaskitchen.com/besan-kela-subzi-recipe-raw-banana-in-gram-flour-and-yogurt-curry-recipe
3973,Fusilli Alla Caprese RecipePasta With Cherry Tomatoes And Basil Leaves,Spicy,10,30,40,2,Vegetarian,Dinner,Italian Recipes,International,pasta fusilli fusili olive oil laung garlic cherry tomato salt black peppercorns freshly ground basil mozzarella cheese,"['pasta', 'fusilli', 'fusili', 'olive', 'oil', 'laung', 'garlic', 'minced', 'cherry', 'tomato', 'salt', 'peppercorns', 'freshly', 'ground', 'basil', 'mozzarella', 'cheese']",['cheese'],http://www.archanaskitchen.com/fusilli-alla-caprese-pasta-with-cherry-tomatoes-and-basil-leaves-recipe
3974,Methi Lachha Paratha Recipe,Savory,10,15,25,4,Vegetarian,Side Dish,Indian,Indian,wheat flour methi methileaves green chillies laung garlic salt figaro pure olive oil,"['wheat', 'flour', 'methi', 'methileaves', 'chillies', 'laung', 'garlic', 'salt', 'figaro', 'pure', 'olive', 'oil']",[],https://www.archanaskitchen.com/methi-lachha-paratha-recipe
3975,Chettinad Style Pepper Mushroom Recipe,Savory,15,20,35,4,Vegetarian,Lunch,Chettinad,South India,button mushroom cleaned tomato green chilli tej tej patta saufseeds saunf sprig curry coriander coriander bunch sunflower oil salt fresh coconut coriander coriander black peppercorns jeera jeera poppy saufseeds saunf elaichi stick dalchini cardamom elaichi podsseeds laung laung star anise mace javitri flower nutmeg chilli urad dal shallots laung garlic ginger sprig curry haldi haldi,"['button', 'mushroom', 'cleaned', 'tomato', 'chilli', 'tej', 'tej', 'patta', 'saufseeds', 'saunf', 'sprig', 'curry', 'coriander', 'coriander', 'bunch', 'oil', 'salt', 'coconut', 'coriander', 'coriander', 'peppercorns', 'jeera', 'jeera', 'poppy', 'saufseeds', 'saunf', 'elaichi', 'dalchini', 'cardamom', 'elaichi', 'podsseeds', 'laung', 'laung', 'star', 'anise', 'mace', 'javitri', 'flower', 'nutmeg', 'chilli', 'urad', 'dal', 'shallots', 'laung', 'garlic', 'peeled', 'ginger', 'sprig', 'curry', 'haldi', 'haldi']",['mushroom'],http://www.archanaskitchen.com/chettinad-style-pepper-mushroom-recipe
3976,Cabbage Palya Recipe,Spicy,10,30,40,4,Vegetarian,Lunch,South Indian Recipes,South India,cabbage patta gobi muttaikose tomato onion garlic green chillies coriander coriander fresh coconut mustard hinghing curry mustard oil salt,"['cabbage', 'patta', 'gobi', 'muttaikose', 'tomato', 'onion', 'garlic', 'minced', 'chillies', 'coriander', 'coriander', 'coconut', 'mustard', 'hinghing', 'curry', 'mustard', 'oil', 'salt']",['mustard'],https://www.archanaskitchen.com/cabbage-palya-recipe
3977,Chettinad Sura Meen Kuzhambu Recipe (Shark Fish Curry),Savory,15,45,60,4,High Protein Non Vegetarian,Lunch,Chettinad,South India,shark fish skin shallots laung garlic chilli coriander coriander haldi haldi saufpowder jeera jeera roasted salt sunflower oil saufseeds saunf mustard jeera jeera water tamarind water sprig curry chillies,"['shark', 'fish', 'with', 'skin', 'shallots', 'laung', 'garlic', 'chilli', 'coriander', 'coriander', 'haldi', 'haldi', 'saufpowder', 'jeera', 'jeera', 'salt', 'oil', 'saufseeds', 'saunf', 'mustard', 'jeera', 'jeera', 'water', 'tamarind', 'water', 'sprig', 'curry', 'chillies']","['fish', 'mustard']",http://www.archanaskitchen.com/chettinad-sura-meen-kuzhambu-recipe-shark-fish-curry
3978,Cauliflower Au Gratin Recipe  French Style Cauliflower  Cheese Bake,Savory,20,55,75,4,Vegetarian,Dinner,Continental,International,cauliflower gobi florets butter purpose flour maida milk nutmeg cheddar cheese parmesan cheese wheat bread crumbs saltand pepper,"['cauliflower', 'gobi', 'florets', 'butter', 'flour', 'maida', 'milk', 'nutmeg', 'cheddar', 'cheese', 'parmesan', 'cheese', 'wheat', 'bread', 'crumbs', 'saltand', 'pepper']","['butter', 'milk', 'cheese']",http://www.archanaskitchen.com/cauliflower-au-gratin-recipe-french-style-cauliflower-cheese-bake
3979,Sweet Corn And Capsicum Gravy Recipe,Sweet,15,15,30,4,Vegetarian,Side Dish,North Indian Recipes,North India,corn green bell peppers capsicum onions sized tomato green chilli ginger curd curd curd cashew nuts water sunflower oil salt,"['corn', 'bell', 'peppers', 'capsicum', 'onions', 'sized', 'tomato', 'chilli', 'ginger', 'curd', 'curd', 'curd', 'cashew', 'nuts', 'water', 'oil', 'salt']","['curd', 'corn']",http://www.archanaskitchen.com/sweet-corn-and-capsicum-gravy-recipe
3980,Traditional Christmas Cake Recipe,Sweet,2880,45,2925,1,Non Vegeterian,Dessert,Continental,International,black raisins prunes apricots dates dried figs ml fresh orange juice orange zest rind nutralite classic spread baking brown sugar demerara sugar egg vanilla extract elaichi dalchini clove laung ginger almond almond purpose flour maida slivered almond almond,"['raisins', 'prunes', 'apricots', 'dates', 'figs', 'ml', 'orange', 'orange', 'zest', 'rind', 'nutralite', 'classic', 'spread', 'baking', 'brown', 'sugar', 'sugar', 'egg', 'vanilla', 'elaichi', 'dalchini', 'clove', 'laung', 'ginger', 'almond', 'meal', 'almond', 'flour', 'maida', 'slivered', 'almond', 'almond']",[],https://www.archanaskitchen.com/traditional-christmas-cake-recipe
3981,Salted Caramel Ice Cream Recipe With Salted Roasted Almonds,Sweet,15,30,45,4,Vegetarian,Dessert,Continental,International,ml fresh cream amul cream ml milk chilled sugar vanilla extract almond almond roasted salted butter room temperature sugar fresh cream vanilla extract sea salt,"['ml', 'cream', 'amul', 'cream', 'ml', 'milk', 'chilled', 'sugar', 'vanilla', 'almond', 'almond', 'salted', 'butter', 'sugar', 'cream', 'vanilla', 'sea', 'salt']","['butter', 'milk']",http://www.archanaskitchen.com/salted-caramel-ice-cream-recipe-with-salted-roasted-almonds
3982,Broccoli Capsicum Junka Recipe  Broccoli  Bell Pepper Zunka (Recipe In Hindi),Savory,15,20,35,4,No Onion No Garlic (Sattvic),North Indian Breakfast,Maharashtrian Recipes,West India,jeera haldi hing chilli flour water broccoli cabbage capsicum green capsicum oil,"['jeera', 'haldi', 'hing', 'chilli', 'gram', 'flour', 'water', 'broccoli', 'cabbage', 'capsicum', 'capsicum', 'oil']",[],https://www.archanaskitchen.com/broccoli-bell-pepper-zunka-recipe-in-hindi
3983,Matar Mushroom Curry Recipe,Spicy,20,30,50,4,Vegetarian,Dinner,Indian,Indian,button mushroom canned storebought fresh mushroom green peas matar boiled onion tomato pureed ginger garlic jeera jeera haldi haldi coriander coriander chilli garam masala kasuri methi dried methileaves tomato ketchup sugar can be used fresh cream sunflower oil coriander coriander salt need,"['button', 'mushroom', 'canned', 'storebought', 'mushroom', 'peas', 'matar', 'boiled', 'onion', 'tomato', 'pureed', 'ginger', 'garlic', 'jeera', 'jeera', 'haldi', 'haldi', 'coriander', 'coriander', 'chilli', 'garam', 'masala', 'kasuri', 'methi', 'methileaves', 'tomato', 'ketchup', 'sugar', 'can', 'be', 'used', 'cream', 'oil', 'cook', 'coriander', 'coriander', 'salt', 'need']",['mushroom'],https://www.archanaskitchen.com/matar-mushroom-curry-recipe
3984,Ilish Macher Korma Recipe  Hilsa Fish Curry In Rich Gravy,Sweet,15,15,30,4,Non Vegeterian,Side Dish,Bengali Recipes,East India,hilsa fish fillets onion ground ginger garlic green chillies cashew nuts ground raisins hung curd greek curd elaichi stick dalchini tej tej patta cardamom elaichi podsseeds haldi haldi garam masala sugar salt chilli ghee mustard oil,"['hilsa', 'fish', 'fillets', 'onion', 'ground', 'ginger', 'garlic', 'minced', 'chillies', 'cashew', 'nuts', 'ground', 'raisins', 'curd', 'curd', 'elaichi', 'dalchini', 'tej', 'tej', 'patta', 'cardamom', 'elaichi', 'podsseeds', 'haldi', 'haldi', 'garam', 'masala', 'sugar', 'salt', 'chilli', 'ghee', 'mustard', 'oil', 'cook']","['fish', 'ghee', 'mustard', 'curd']",https://www.archanaskitchen.com/ilish-macher-korma-recipe
3985,Vegetarian Corn Chowder Soup Recipe,Savory,10,30,40,4,Vegetarian,Appetizer,Continental,International,olive oil stalks celery milk water more if potatoes aloo boiled corn steamed corn black pepper black peppercorns pound serving,"['olive', 'oil', 'stalks', 'celery', 'milk', 'water', 'more', 'if', 'potatoes', 'aloo', 'boiled', 'peeled', 'corn', 'steamed', 'corn', 'pepper', 'peppercorns', 'pound', 'serving']","['milk', 'corn']",http://www.archanaskitchen.com/vegetarian-corn-chowder-soup-recipe
3986,Whole Wheat Orange Honey Cake Recipe,Sweet,15,40,55,4,Non Vegeterian,Dessert,Continental,International,wheat flour baking baking soda condensed milk sunflower oil vanilla custard fresh orange juice lemon juice brown sugar demerara sugar orange zest rind water sugar honey jam fruit sugar,"['wheat', 'flour', 'baking', 'baking', 'soda', 'condensed', 'milk', 'oil', 'vanilla', 'custard', 'orange', 'lemon', 'brown', 'sugar', 'sugar', 'orange', 'zest', 'rind', 'water', 'sugar', 'honey', 'jam', 'fruit', 'sugar']",['milk'],https://www.archanaskitchen.com/whole-wheat-orange-honey-cake-recipe
3987,Instant Granola In A Microwave Recipe,Sweet,0,5,5,1,Vegetarian,Snack,Continental,International,instant oats oatmeal honey agavemaple syrup sunflower oil chilled water salt almond almond crushed pumpkin dessicated coconut,"['instant', 'oats', 'oatmeal', 'honey', 'agavemaple', 'syrup', 'oil', 'chilled', 'water', 'salt', 'almond', 'almond', 'pumpkin', 'coconut']",[],http://www.archanaskitchen.com/instant-granola-in-a-microwave-recipe
3988,Carrot Cauliflower Peas Sabzi Recipe  Carrot Cabbage Pea Vegetable Recipe,Sweet,10,15,25,4,Diabetic Friendly,Lunch,North Indian Recipes,North India,carrots sticks cabbage green peas green peppers celery bay elaichi cardamom pepper mustard oil,"['carrots', 'sticks', 'cabbage', 'peas', 'peppers', 'celery', 'bay', 'elaichi', 'cardamom', 'pepper', 'mustard', 'oil']",['mustard'],https://www.archanaskitchen.com/carrot-cauliflower-peas-sabzi-recipe-gajar-gobi-matar-sabzi-in-hindi
3989,Bengali Style Basanti Pulao Recipe,Savory,10,40,50,4,Vegetarian,Main Course,Bengali Recipes,East India,govind bhog rice cleaned cashew nuts raisins elaichi stick dalchini cardamom elaichi podsseeds laung laung bay tej patta haldi haldi ginger sugar ghee sunflower oil,"['govind', 'bhog', 'rice', 'cleaned', 'cashew', 'nuts', 'raisins', 'elaichi', 'dalchini', 'cardamom', 'elaichi', 'podsseeds', 'laung', 'laung', 'bay', 'tej', 'patta', 'haldi', 'haldi', 'ginger', 'sugar', 'ghee', 'oil']",['ghee'],https://www.archanaskitchen.com/bengali-style-basanti-pulao-recipe
3990,Mexican Green Sauce Recipe,Savory,10,0,10,4,Vegetarian,Side Dish,Mexican,International,coriander coriander tahini lemon juice olive oil honey ginger salt,"['coriander', 'coriander', 'tahini', 'lemon', 'olive', 'oil', 'honey', 'ginger', 'salt']",[],https://www.archanaskitchen.com/mexican-green-sauce-recipe
3991,Dahi Methi Puri Recipe  Fangrik Layaves Puri with Yogyurat,Savory,15,20,35,4,Vegetarian,Main Course,Indian,Indian,wheat flour methi methileaves washed jeera jeera ajwain carom salt curd curd curd,"['wheat', 'flour', 'methi', 'methileaves', 'jeera', 'jeera', 'ajwain', 'carom', 'salt', 'curd', 'curd', 'curd']",['curd'],http://www.archanaskitchen.com/dahi-methi-puri-recipe-methi-leaves-puri-with-yogurt
3992,Broccoli Mushroom Bean Sprouts Stir Fry Recipe,Savory,5,20,25,4,Diabetic Friendly,Side Dish,Fusion,International,broccoli florets bean sprouts button mushroom cleaned you can type mushroom you prefer green bell pepper capsicum stripes laung garlic olive oil soy sauce low sodium chilli flakes adjust according your preference salt,"['broccoli', 'florets', 'bean', 'sprouts', 'button', 'mushroom', 'cleaned', 'you', 'can', 'type', 'mushroom', 'you', 'prefer', 'bell', 'pepper', 'capsicum', 'stripes', 'laung', 'garlic', 'olive', 'oil', 'soy', 'low', 'sodium', 'chilli', 'flakes', 'adjust', 'according', 'your', 'preference', 'salt']",['mushroom'],https://www.archanaskitchen.com/broccoli-mushroom-bean-sprouts-stir-fry-recipe
3993,Sukh Lu Matar Methi Vegetable Recipe,Savory,10,15,25,4,Vegetarian,Lunch,North Indian Recipes,North India,potatoes aloo boiled green peas matar methi methileaves onion chilli coriander coriander haldi haldi garam masala sunflower oil salt,"['potatoes', 'aloo', 'boiled', 'peas', 'matar', 'methi', 'methileaves', 'onion', 'chilli', 'coriander', 'coriander', 'haldi', 'haldi', 'garam', 'masala', 'oil', 'salt']",[],http://www.archanaskitchen.com/sookha-aloo-matar-methi-sabzi-recipe
3994,Beetroot Hummus Recipe,Savory,360,30,390,8,Vegetarian,Appetizer,Middle Eastern,International,beetroots kabuli chana chickpeas black pepper laung garlic basil salt lemon juice from one lemon tahini olive oil,"['beetroots', 'kabuli', 'chana', 'chickpeas', 'pepper', 'laung', 'garlic', 'basil', 'salt', 'lemon', 'from', 'one', 'lemon', 'tahini', 'olive', 'oil']",[],http://www.archanaskitchen.com/beetroot-hummus-recipe
3995,Kashmiri Style Tamatar Chaman Recipe Paneer Cooked With Tomatoes,Savory,10,20,30,4,High Protein Vegetarian,Lunch,Kashmiri,North India,paneer paneer big tomato jeera jeera ajwain carom kashmiri chilli haldi haldi saufpowder ginger garam masala kashmiri mustard oil salt,"['paneer', 'paneer', 'big', 'tomato', 'jeera', 'jeera', 'ajwain', 'carom', 'chilli', 'haldi', 'haldi', 'saufpowder', 'ginger', 'garam', 'masala', 'mustard', 'oil', 'salt']","['paneer', 'mustard']",http://www.archanaskitchen.com/tamatar-chaaman-recipe-kashmiri-style-paneer-cooked-with-tomatoes
3996,Summer Salad RecipeRed Cabbage Lettuce Onions  Tomatoes ,Savory,15,0,15,4,Vegetarian,Appetizer,Continental,International,cabbage iceberg lettuce onions salt tomato deseeded lemon juice honey,"['cabbage', 'iceberg', 'lettuce', 'onions', 'salt', 'tomato', 'deseeded', 'lemon', 'honey']",[],https://www.archanaskitchen.com/minty-summer-salad-recipe-with-red-cabbage-lettuce-onions-and-tomatoes
3997,Karnataka Style Bonda Soup RecipeUrad dal Fritters in Spicy Dal Soup,Spicy,150,60,210,4,Vegetarian,South Indian Breakfast,Karnataka,South India,urad dal water hours green chilli sprig curry black pepper fresh coconut baking soda salt moong dal tomato ginger green chilli jeera jeera hinghing haldi haldi salt sunflower oil water,"['urad', 'dal', 'water', 'hours', 'chilli', 'sprig', 'curry', 'pepper', 'coconut', 'baking', 'soda', 'salt', 'moong', 'dal', 'tomato', 'ginger', 'chilli', 'jeera', 'jeera', 'hinghing', 'haldi', 'haldi', 'salt', 'oil', 'water']",[],https://www.archanaskitchen.com/karnataka-style-bonda-soup-recipe-urad-dal-fritters-in-spicy-dal-soup-recipe
3998,Creamy Spinach  Cheese Bread Toast Recipe,Savory,20,10,30,4,Vegetarian,World Breakfast,Italian Recipes,International,butter spinach palak onion laung garlic corn flour milk salt black peppercorns crushed chilli flakes fresh cream cheese wheat brown bread,"['butter', 'spinach', 'palak', 'onion', 'laung', 'garlic', 'corn', 'flour', 'milk', 'salt', 'peppercorns', 'chilli', 'flakes', 'cream', 'cheese', 'wheat', 'brown', 'bread']","['butter', 'milk', 'cheese', 'corn']",http://www.archanaskitchen.com/creamy-spinach-cheese-bread-toast-recipe
3999,Homemade Rose Flavoured Ice Cream Cake recipe,Sweet,480,60,540,5,Vegetarian,Dessert,Continental,International,chocolate cake vanilla ice cream heavy whipping cream rose essence drops nuts decorative sugar cake candy sprinkles water sugar,"['chocolate', 'cake', 'vanilla', 'ice', 'cream', 'cream', 'rose', 'essence', 'drops', 'nuts', 'decorative', 'sugar', 'cake', 'candy', 'sprinkles', 'water', 'sugar']",[],http://www.archanaskitchen.com/homemade-rose-flavoured-ice-cream-cake-recipe
4000,Rava Fried Prawns Recipe,Savory,10,20,30,4,Non Vegeterian,Lunch,Goan Recipes,West India,prawn haldi haldi chilli salt rava rava rava rice flour haldi haldi chilli salt sunflower oil,"['prawn', 'haldi', 'haldi', 'chilli', 'salt', 'rava', 'rava', 'rava', 'rice', 'flour', 'haldi', 'haldi', 'chilli', 'salt', 'oil']",['prawn'],http://www.archanaskitchen.com/rava-fried-prawns-recipe
4001,Konkani Style Vaingana Kaap Recipe  Shallow Fried Eggplant With rava,Savory,10,20,30,4,Vegetarian,Side Dish,Konkan,West India,brinjal baingan eggplant slices chilli haldi haldi tamarind rava rava rava salt sunflower oil shallow,"['brinjal', 'baingan', 'eggplant', 'slices', 'chilli', 'haldi', 'haldi', 'tamarind', 'rava', 'rava', 'rava', 'salt', 'oil', 'shallow']","['eggplant', 'brinjal']",http://www.archanaskitchen.com/vaingana-kaap-recipe-shallow-fried-eggplant-with-rava
4002,Nawabi Paneer Curry Recipe,Spicy,15,20,35,4,Vegetarian,Main Course,Hyderabadi,South East India,paneer paneer triangles lemon juice salt jeera jeera chaat masala black pepper sunflower oil fresh coconut cashews hot water green chillies elaichi stick dalchini laung laung cardamom elaichi podsseeds jeera jeera water ghee onions laung garlic ginger green peas matar boiled bell pepper capsicum coriander coriander salt haldi haldi black pepper coconut milk water,"['paneer', 'paneer', 'triangles', 'lemon', 'salt', 'jeera', 'jeera', 'chaat', 'masala', 'pepper', 'oil', 'coconut', 'cashews', 'hot', 'water', 'chillies', 'elaichi', 'dalchini', 'laung', 'laung', 'cardamom', 'elaichi', 'podsseeds', 'jeera', 'jeera', 'water', 'ghee', 'onions', 'laung', 'garlic', 'ginger', 'peas', 'matar', 'boiled', 'bell', 'pepper', 'capsicum', 'coriander', 'coriander', 'salt', 'haldi', 'haldi', 'pepper', 'coconut', 'milk', 'water']","['ghee', 'paneer', 'milk']",https://www.archanaskitchen.com/nawabi-paneer-curry-recipe
